type,word1,word2,word3,word4
leg,vada,trippa,stå,linka
arm,klösa,hacka,fånga,knacka
arm,linda,nypa,pilla,putta
leg,promenera,ila,vanka,stiga
arm,rota,bulta,ösa,slipa
leg,traska,snubbla,vingla,vackla
arm,repa,norpa,borsta,karva
arm,gripa,dunka,banka,grabba
leg,stappla,glida,kila,stampa
arm,knycka,hissa,tvätta,slå
leg,gå,ströva,sparka,knäa
leg,kliva,tåga,halka,skynda
arm,sno,greppa,plocka,hiva
leg,ragla,flanera,marschera,löpa
leg,tassa,halta,cykla,skejta
leg,snava,strutta,stega,ränna
arm,skura,signera,vika,daska
leg,stövla,springa,svaja,skutta
arm,klappa,skala,slunga,klicka
leg,fly,pinna,vandra,svassa
arm,polera,rista,piska,klippa
arm,kasta,skrubba,fläta,skyffla
leg,smyga,hoppa,knalla,skrida
arm,vira,gnugga,torka,rycka
arm,peta,svabba,fila,snärta
leg,trampa,jogga,lunka,rusa
