type,word1,word2,word3,word4
arm,linda,grabba,klicka,vira
leg,svaja,vackla,flanera,kila
leg,gå,knäa,pinna,linka
leg,glida,ragla,stå,stiga
arm,hacka,sno,knycka,slipa
arm,tvätta,hiva,peta,rista
arm,svabba,nypa,fila,borsta
leg,jogga,halta,marschera,rusa
arm,repa,rycka,daska,dunka
leg,vandra,stampa,skejta,ströva
arm,vika,gripa,slå,torka
leg,promenera,knalla,hoppa,cykla
arm,fläta,kasta,piska,karva
leg,springa,stappla,stövla,svassa
leg,fly,tåga,stega,strutta
leg,vada,trippa,vingla,snava
arm,bulta,skyffla,klippa,klösa
arm,ösa,snärta,rota,polera
leg,tassa,lunka,kliva,halka
leg,löpa,ränna,skutta,sparka
arm,greppa,slunga,fånga,norpa
leg,ila,snubbla,skynda,smyga
arm,klappa,pilla,banka,putta
leg,trampa,traska,skrida,vanka
arm,knacka,gnugga,skrubba,skura
arm,skala,signera,hissa,plocka
