type,word1,word2,word3,word4
arm,putta,daska,rycka,ösa
leg,vandra,flanera,stappla,vanka
leg,jogga,knalla,stampa,halta
arm,polera,gnugga,dunka,skrubba
leg,traska,pinna,kliva,ströva
arm,slå,sno,repa,fånga
arm,torka,fläta,snärta,klösa
leg,skutta,tassa,promenera,sparka
leg,vingla,knäa,ragla,cykla
arm,rista,kasta,slipa,klicka
leg,trampa,löpa,rusa,gå
arm,greppa,knycka,skura,linda
leg,halka,fly,skejta,snava
arm,skala,vika,slunga,peta
arm,vira,fila,signera,gripa
leg,springa,tåga,snubbla,glida
arm,grabba,knacka,hissa,rota
arm,nypa,borsta,karva,svabba
leg,marschera,ränna,stövla,stega
leg,svaja,ila,stå,vada
leg,strutta,smyga,trippa,lunka
arm,pilla,bulta,plocka,klappa
arm,skyffla,norpa,tvätta,klippa
leg,skrida,vackla,hoppa,stiga
arm,banka,piska,hiva,hacka
leg,skynda,linka,svassa,kila
