type,word1,word2,word3,word4
leg,halka,fly,skejta,snava
leg,traska,pinna,kliva,ströva
leg,jogga,knalla,stampa,halta
arm,slå,sno,repa,fånga
arm,pilla,bulta,plocka,klappa
leg,vingla,knäa,ragla,cykla
leg,springa,tåga,snubbla,glida
arm,grabba,knacka,hissa,rota
arm,nypa,borsta,karva,svabba
arm,torka,fläta,snärta,klösa
leg,strutta,smyga,trippa,lunka
arm,rista,kasta,slipa,klicka
leg,svaja,ila,stå,vada
leg,skutta,tassa,promenera,sparka
arm,skyffla,norpa,tvätta,klippa
arm,greppa,knycka,skura,linda
leg,skynda,linka,svassa,kila
arm,putta,daska,rycka,ösa
leg,skrida,vackla,hoppa,stiga
arm,skala,vika,slunga,peta
arm,polera,gnugga,dunka,skrubba
leg,marschera,ränna,stövla,stega
arm,banka,piska,hiva,hacka
arm,vira,fila,signera,gripa
leg,trampa,löpa,rusa,gå
leg,vandra,flanera,stappla,vanka
