type,word1,word2,word3,word4
arm,grabba,knacka,hissa,rota
leg,svaja,ila,stå,vada
arm,putta,daska,rycka,ösa
leg,vandra,flanera,stappla,vanka
arm,skyffla,norpa,tvätta,klippa
leg,springa,tåga,snubbla,glida
leg,trampa,löpa,rusa,gå
arm,rista,kasta,slipa,klicka
arm,polera,gnugga,dunka,skrubba
leg,marschera,ränna,stövla,stega
arm,torka,fläta,snärta,klösa
leg,strutta,smyga,trippa,lunka
arm,slå,sno,repa,fånga
arm,greppa,knycka,skura,linda
leg,skynda,linka,svassa,kila
arm,banka,piska,hiva,hacka
leg,skutta,tassa,promenera,sparka
leg,traska,pinna,kliva,ströva
arm,nypa,borsta,karva,svabba
arm,vira,fila,signera,gripa
leg,jogga,knalla,stampa,halta
arm,skala,vika,slunga,peta
leg,halka,fly,skejta,snava
leg,skrida,vackla,hoppa,stiga
arm,pilla,bulta,plocka,klappa
leg,vingla,knäa,ragla,cykla
