type,word1,word2,word3,word4
leg,promenera,ila,vanka,stiga
arm,sno,greppa,plocka,hiva
leg,fly,pinna,vandra,svassa
leg,snava,strutta,stega,ränna
arm,klösa,hacka,fånga,knacka
arm,vira,gnugga,torka,rycka
leg,smyga,hoppa,knalla,skrida
arm,peta,svabba,fila,snärta
leg,traska,snubbla,vingla,vackla
leg,stövla,springa,svaja,skutta
arm,kasta,skrubba,fläta,skyffla
leg,tassa,halta,cykla,skejta
leg,stappla,glida,kila,stampa
arm,polera,rista,piska,klippa
arm,knycka,hissa,tvätta,slå
arm,klappa,skala,slunga,klicka
leg,trampa,jogga,lunka,rusa
arm,gripa,dunka,banka,grabba
leg,vada,trippa,stå,linka
arm,skura,signera,vika,daska
arm,repa,norpa,borsta,karva
leg,ragla,flanera,marschera,löpa
leg,gå,ströva,sparka,knäa
arm,linda,nypa,pilla,putta
leg,kliva,tåga,halka,skynda
arm,rota,bulta,ösa,slipa
