type,word1,word2,word3,word4
arm,banka,piska,hiva,hacka
leg,vandra,flanera,stappla,vanka
arm,nypa,borsta,karva,svabba
leg,skutta,tassa,promenera,sparka
arm,skyffla,norpa,tvätta,klippa
leg,vingla,knäa,ragla,cykla
arm,torka,fläta,snärta,klösa
arm,grabba,knacka,hissa,rota
leg,traska,pinna,kliva,ströva
arm,greppa,knycka,skura,linda
leg,strutta,smyga,trippa,lunka
leg,springa,tåga,snubbla,glida
arm,vira,fila,signera,gripa
leg,trampa,löpa,rusa,gå
arm,polera,gnugga,dunka,skrubba
arm,skala,vika,slunga,peta
leg,jogga,knalla,stampa,halta
arm,pilla,bulta,plocka,klappa
arm,slå,sno,repa,fånga
leg,svaja,ila,stå,vada
leg,skynda,linka,svassa,kila
arm,putta,daska,rycka,ösa
leg,halka,fly,skejta,snava
arm,rista,kasta,slipa,klicka
leg,marschera,ränna,stövla,stega
leg,skrida,vackla,hoppa,stiga
