type,word1,word2,word3,word4
arm,knycka,hissa,tvätta,slå
leg,gå,ströva,sparka,knäa
leg,trampa,jogga,lunka,rusa
arm,sno,greppa,plocka,hiva
arm,klösa,hacka,fånga,knacka
arm,skura,signera,vika,daska
leg,traska,snubbla,vingla,vackla
arm,linda,nypa,pilla,putta
leg,stövla,springa,svaja,skutta
leg,vada,trippa,stå,linka
arm,gripa,dunka,banka,grabba
arm,rota,bulta,ösa,slipa
arm,vira,gnugga,torka,rycka
leg,fly,pinna,vandra,svassa
leg,stappla,glida,kila,stampa
arm,peta,svabba,fila,snärta
arm,klappa,skala,slunga,klicka
leg,promenera,ila,vanka,stiga
leg,kliva,tåga,halka,skynda
arm,repa,norpa,borsta,karva
leg,tassa,halta,cykla,skejta
arm,polera,rista,piska,klippa
leg,ragla,flanera,marschera,löpa
arm,kasta,skrubba,fläta,skyffla
leg,smyga,hoppa,knalla,skrida
leg,snava,strutta,stega,ränna
