type,word1,word2,word3,word4
arm,rista,kasta,slipa,klicka
arm,slå,sno,repa,fånga
leg,vingla,knäa,ragla,cykla
arm,skala,vika,slunga,peta
leg,skutta,tassa,promenera,sparka
leg,vandra,flanera,stappla,vanka
arm,putta,daska,rycka,ösa
leg,marschera,ränna,stövla,stega
arm,grabba,knacka,hissa,rota
arm,banka,piska,hiva,hacka
leg,springa,tåga,snubbla,glida
arm,vira,fila,signera,gripa
leg,jogga,knalla,stampa,halta
arm,pilla,bulta,plocka,klappa
leg,traska,pinna,kliva,ströva
leg,halka,fly,skejta,snava
arm,nypa,borsta,karva,svabba
leg,strutta,smyga,trippa,lunka
arm,skyffla,norpa,tvätta,klippa
leg,svaja,ila,stå,vada
leg,trampa,löpa,rusa,gå
arm,polera,gnugga,dunka,skrubba
arm,torka,fläta,snärta,klösa
arm,greppa,knycka,skura,linda
leg,skynda,linka,svassa,kila
leg,skrida,vackla,hoppa,stiga
