type,word1,word2,word3,word4
leg,tassa,halta,cykla,skejta
arm,polera,rista,piska,klippa
leg,stappla,glida,kila,stampa
leg,ragla,flanera,marschera,löpa
arm,gripa,dunka,banka,grabba
arm,linda,nypa,pilla,putta
leg,stövla,springa,svaja,skutta
leg,promenera,ila,vanka,stiga
leg,kliva,tåga,halka,skynda
arm,klappa,skala,slunga,klicka
leg,gå,ströva,sparka,knäa
leg,snava,strutta,stega,ränna
arm,peta,svabba,fila,snärta
arm,sno,greppa,plocka,hiva
arm,knycka,hissa,tvätta,slå
leg,fly,pinna,vandra,svassa
leg,traska,snubbla,vingla,vackla
arm,skura,signera,vika,daska
arm,klösa,hacka,fånga,knacka
arm,repa,norpa,borsta,karva
leg,vada,trippa,stå,linka
arm,vira,gnugga,torka,rycka
arm,rota,bulta,ösa,slipa
arm,kasta,skrubba,fläta,skyffla
leg,trampa,jogga,lunka,rusa
leg,smyga,hoppa,knalla,skrida
