type,word1,word2,word3,word4
arm,gripa,dunka,banka,grabba
arm,klösa,hacka,fånga,knacka
leg,traska,snubbla,vingla,vackla
arm,klappa,skala,slunga,klicka
arm,linda,nypa,pilla,putta
leg,tassa,halta,cykla,skejta
leg,promenera,ila,vanka,stiga
arm,skura,signera,vika,daska
leg,ragla,flanera,marschera,löpa
leg,kliva,tåga,halka,skynda
leg,stövla,springa,svaja,skutta
arm,peta,svabba,fila,snärta
leg,smyga,hoppa,knalla,skrida
arm,sno,greppa,plocka,hiva
arm,kasta,skrubba,fläta,skyffla
leg,vada,trippa,stå,linka
arm,repa,norpa,borsta,karva
arm,rota,bulta,ösa,slipa
leg,trampa,jogga,lunka,rusa
leg,fly,pinna,vandra,svassa
arm,polera,rista,piska,klippa
leg,gå,ströva,sparka,knäa
arm,knycka,hissa,tvätta,slå
leg,snava,strutta,stega,ränna
arm,vira,gnugga,torka,rycka
leg,stappla,glida,kila,stampa
