type,word1,word2,word3,word4
arm,knycka,hissa,tvätta,slå
leg,stappla,glida,kila,stampa
leg,traska,snubbla,vingla,vackla
arm,repa,norpa,borsta,karva
leg,stövla,springa,svaja,skutta
arm,polera,rista,piska,klippa
arm,linda,nypa,pilla,putta
leg,smyga,hoppa,knalla,skrida
arm,klappa,skala,slunga,klicka
leg,snava,strutta,stega,ränna
arm,klösa,hacka,fånga,knacka
leg,ragla,flanera,marschera,löpa
leg,promenera,ila,vanka,stiga
arm,sno,greppa,plocka,hiva
arm,rota,bulta,ösa,slipa
leg,vada,trippa,stå,linka
arm,skura,signera,vika,daska
arm,gripa,dunka,banka,grabba
arm,vira,gnugga,torka,rycka
leg,gå,ströva,sparka,knäa
arm,kasta,skrubba,fläta,skyffla
leg,tassa,halta,cykla,skejta
leg,fly,pinna,vandra,svassa
arm,peta,svabba,fila,snärta
leg,kliva,tåga,halka,skynda
leg,trampa,jogga,lunka,rusa
