"type","word1","word2","word3","word4"
"leg","ila","vackla","stappla","stå"
"leg","smyga","promenera","stövla","tassa"
"arm","pilla","ösa","hissa","vika"
"leg","skejta","hoppa","stampa","skutta"
"leg","vanka","linka","rusa","svassa"
"arm","vira","skura","polera","fånga"
"arm","snärta","signera","hiva","svabba"
"leg","löpa","vandra","skynda","kliva"
"arm","gnugga","torka","nypa","klappa"
"arm","grabba","skyffla","dunka","piska"
"leg","strutta","trippa","ragla","gå"
"arm","klicka","repa","kasta","klösa"
"leg","kila","pinna","springa","skrida"
"arm","gripa","norpa","sno","borsta"
"arm","putta","slipa","slunga","greppa"
"leg","snubbla","glida","sparka","trampa"
"leg","marschera","traska","ströva","vada"
"arm","linda","rycka","rota","tvätta"
"arm","skala","daska","knacka","fila"
"leg","ränna","knalla","stiga","svaja"
"leg","lunka","stega","halka","snava"
"leg","jogga","fly","vingla","flanera"
"arm","knycka","plocka","rista","hacka"
"arm","banka","fläta","karva","klippa"
"arm","peta","bulta","slå","skrubba"
"leg","cykla","halta","knäa","tåga"
