type,word1,word2,word3,word4
leg,promenera,knalla,hoppa,cykla
arm,vika,gripa,slå,torka
leg,glida,ragla,stå,stiga
arm,hacka,sno,knycka,slipa
arm,greppa,slunga,fånga,norpa
arm,tvätta,hiva,peta,rista
leg,trampa,traska,skrida,vanka
arm,repa,rycka,daska,dunka
leg,vandra,stampa,skejta,ströva
leg,jogga,halta,marschera,rusa
arm,linda,grabba,klicka,vira
leg,svaja,vackla,flanera,kila
arm,fläta,kasta,piska,karva
arm,svabba,nypa,fila,borsta
arm,klappa,pilla,banka,putta
leg,ila,snubbla,skynda,smyga
arm,knacka,gnugga,skrubba,skura
arm,skala,signera,hissa,plocka
arm,ösa,snärta,rota,polera
leg,gå,knäa,pinna,linka
leg,löpa,ränna,skutta,sparka
leg,tassa,lunka,kliva,halka
arm,bulta,skyffla,klippa,klösa
leg,fly,tåga,stega,strutta
leg,vada,trippa,vingla,snava
leg,springa,stappla,stövla,svassa
