type,word1,word2,word3,word4
arm,banka,piska,hiva,hacka
leg,skrida,vackla,hoppa,stiga
leg,marschera,ränna,stövla,stega
leg,vandra,flanera,stappla,vanka
arm,rista,kasta,slipa,klicka
arm,skala,vika,slunga,peta
leg,skynda,linka,svassa,kila
arm,skyffla,norpa,tvätta,klippa
arm,greppa,knycka,skura,linda
leg,vingla,knäa,ragla,cykla
arm,slå,sno,repa,fånga
leg,jogga,knalla,stampa,halta
arm,grabba,knacka,hissa,rota
leg,trampa,löpa,rusa,gå
arm,nypa,borsta,karva,svabba
arm,vira,fila,signera,gripa
leg,traska,pinna,kliva,ströva
leg,skutta,tassa,promenera,sparka
arm,pilla,bulta,plocka,klappa
arm,torka,fläta,snärta,klösa
arm,putta,daska,rycka,ösa
leg,strutta,smyga,trippa,lunka
leg,springa,tåga,snubbla,glida
arm,polera,gnugga,dunka,skrubba
leg,svaja,ila,stå,vada
leg,halka,fly,skejta,snava
