type,word1,word2,word3,word4
leg,traska,pinna,kliva,ströva
arm,torka,fläta,snärta,klösa
leg,vingla,knäa,ragla,cykla
arm,polera,gnugga,dunka,skrubba
arm,grabba,knacka,hissa,rota
arm,slå,sno,repa,fånga
leg,marschera,ränna,stövla,stega
arm,skala,vika,slunga,peta
leg,skynda,linka,svassa,kila
leg,springa,tåga,snubbla,glida
leg,strutta,smyga,trippa,lunka
arm,pilla,bulta,plocka,klappa
leg,trampa,löpa,rusa,gå
leg,vandra,flanera,stappla,vanka
arm,nypa,borsta,karva,svabba
arm,greppa,knycka,skura,linda
leg,jogga,knalla,stampa,halta
arm,vira,fila,signera,gripa
leg,skutta,tassa,promenera,sparka
leg,svaja,ila,stå,vada
arm,rista,kasta,slipa,klicka
arm,banka,piska,hiva,hacka
leg,skrida,vackla,hoppa,stiga
leg,halka,fly,skejta,snava
arm,putta,daska,rycka,ösa
arm,skyffla,norpa,tvätta,klippa
