type,word1,word2,word3,word4
arm,skala,vika,slunga,peta
arm,skyffla,norpa,tvätta,klippa
arm,pilla,bulta,plocka,klappa
leg,vingla,knäa,ragla,cykla
arm,grabba,knacka,hissa,rota
arm,nypa,borsta,karva,svabba
leg,skutta,tassa,promenera,sparka
arm,polera,gnugga,dunka,skrubba
leg,vandra,flanera,stappla,vanka
arm,vira,fila,signera,gripa
leg,trampa,löpa,rusa,gå
leg,skrida,vackla,hoppa,stiga
leg,marschera,ränna,stövla,stega
arm,torka,fläta,snärta,klösa
leg,traska,pinna,kliva,ströva
arm,banka,piska,hiva,hacka
leg,strutta,smyga,trippa,lunka
leg,svaja,ila,stå,vada
arm,rista,kasta,slipa,klicka
leg,halka,fly,skejta,snava
arm,greppa,knycka,skura,linda
leg,jogga,knalla,stampa,halta
leg,skynda,linka,svassa,kila
arm,slå,sno,repa,fånga
arm,putta,daska,rycka,ösa
leg,springa,tåga,snubbla,glida
