type,word1,word2,word3,word4
arm,svabba,nypa,fila,borsta
arm,repa,rycka,daska,dunka
arm,knacka,gnugga,skrubba,skura
leg,tassa,lunka,kliva,halka
arm,bulta,skyffla,klippa,klösa
leg,vada,trippa,vingla,snava
arm,linda,grabba,klicka,vira
leg,promenera,knalla,hoppa,cykla
arm,vika,gripa,slå,torka
arm,hacka,sno,knycka,slipa
leg,ila,snubbla,skynda,smyga
leg,springa,stappla,stövla,svassa
leg,trampa,traska,skrida,vanka
arm,skala,signera,hissa,plocka
arm,tvätta,hiva,peta,rista
leg,gå,knäa,pinna,linka
leg,jogga,halta,marschera,rusa
arm,ösa,snärta,rota,polera
leg,glida,ragla,stå,stiga
leg,vandra,stampa,skejta,ströva
arm,greppa,slunga,fånga,norpa
arm,fläta,kasta,piska,karva
leg,svaja,vackla,flanera,kila
arm,klappa,pilla,banka,putta
leg,fly,tåga,stega,strutta
leg,löpa,ränna,skutta,sparka
