type,word1,word2,word3,word4
leg,jogga,knalla,stampa,halta
leg,skutta,tassa,promenera,sparka
arm,greppa,knycka,skura,linda
arm,skyffla,norpa,tvätta,klippa
arm,banka,piska,hiva,hacka
leg,svaja,ila,stå,vada
arm,putta,daska,rycka,ösa
arm,slå,sno,repa,fånga
arm,polera,gnugga,dunka,skrubba
leg,marschera,ränna,stövla,stega
leg,skynda,linka,svassa,kila
arm,pilla,bulta,plocka,klappa
arm,torka,fläta,snärta,klösa
leg,trampa,löpa,rusa,gå
leg,skrida,vackla,hoppa,stiga
leg,vandra,flanera,stappla,vanka
arm,grabba,knacka,hissa,rota
arm,vira,fila,signera,gripa
leg,halka,fly,skejta,snava
leg,vingla,knäa,ragla,cykla
leg,springa,tåga,snubbla,glida
arm,skala,vika,slunga,peta
arm,rista,kasta,slipa,klicka
arm,nypa,borsta,karva,svabba
leg,strutta,smyga,trippa,lunka
leg,traska,pinna,kliva,ströva
