"type","word1","word2","word3","word4"
"arm","hacka","linda","tvätta","pilla"
"leg","snava","snubbla","traska","marschera"
"arm","vika","fila","ösa","knacka"
"leg","kila","promenera","strutta","löpa"
"arm","repa","slunga","gripa","norpa"
"arm","greppa","svabba","torka","klicka"
"leg","stå","stövla","rusa","vanka"
"leg","stiga","cykla","smyga","stappla"
"arm","skyffla","dunka","slipa","peta"
"arm","kasta","klösa","grabba","banka"
"leg","skutta","vandra","svassa","fly"
"arm","signera","klappa","knycka","plocka"
"leg","hoppa","pinna","linka","ragla"
"arm","slå","gnugga","rista","fånga"
"leg","springa","lunka","jogga","skrida"
"arm","sno","bulta","fläta","skala"
"leg","ströva","vackla","skejta","stega"
"leg","glida","vingla","trippa","halta"
"arm","putta","karva","skrubba","borsta"
"arm","nypa","skura","piska","rota"
"arm","vira","polera","klippa","rycka"
"leg","knalla","knäa","stampa","svaja"
"leg","skynda","halka","gå","ränna"
"leg","tåga","sparka","vada","tassa"
"arm","daska","hissa","snärta","hiva"
"leg","kliva","trampa","flanera","ila"
