type,word1,word2,word3,word4
arm,greppa,knycka,skura,linda
arm,grabba,knacka,hissa,rota
leg,halka,fly,skejta,snava
arm,torka,fläta,snärta,klösa
leg,skynda,linka,svassa,kila
leg,skrida,vackla,hoppa,stiga
arm,pilla,bulta,plocka,klappa
leg,svaja,ila,stå,vada
leg,springa,tåga,snubbla,glida
arm,putta,daska,rycka,ösa
leg,vandra,flanera,stappla,vanka
arm,rista,kasta,slipa,klicka
arm,polera,gnugga,dunka,skrubba
leg,strutta,smyga,trippa,lunka
leg,jogga,knalla,stampa,halta
leg,marschera,ränna,stövla,stega
arm,skala,vika,slunga,peta
arm,nypa,borsta,karva,svabba
arm,vira,fila,signera,gripa
leg,traska,pinna,kliva,ströva
leg,skutta,tassa,promenera,sparka
leg,trampa,löpa,rusa,gå
arm,skyffla,norpa,tvätta,klippa
leg,vingla,knäa,ragla,cykla
arm,slå,sno,repa,fånga
arm,banka,piska,hiva,hacka
