type,word1,word2,word3,word4
leg,glida,ragla,stå,stiga
arm,skala,signera,hissa,plocka
arm,repa,rycka,daska,dunka
leg,tassa,lunka,kliva,halka
leg,promenera,knalla,hoppa,cykla
arm,tvätta,hiva,peta,rista
arm,linda,grabba,klicka,vira
leg,vandra,stampa,skejta,ströva
arm,fläta,kasta,piska,karva
leg,gå,knäa,pinna,linka
leg,jogga,halta,marschera,rusa
arm,hacka,sno,knycka,slipa
arm,vika,gripa,slå,torka
leg,springa,stappla,stövla,svassa
leg,ila,snubbla,skynda,smyga
arm,klappa,pilla,banka,putta
arm,ösa,snärta,rota,polera
leg,vada,trippa,vingla,snava
arm,greppa,slunga,fånga,norpa
leg,svaja,vackla,flanera,kila
leg,trampa,traska,skrida,vanka
arm,svabba,nypa,fila,borsta
arm,knacka,gnugga,skrubba,skura
arm,bulta,skyffla,klippa,klösa
leg,fly,tåga,stega,strutta
leg,löpa,ränna,skutta,sparka
