type,word1,word2,word3,word4
arm,svabba,nypa,fila,borsta
leg,trampa,traska,skrida,vanka
leg,vandra,stampa,skejta,ströva
arm,repa,rycka,daska,dunka
leg,gå,knäa,pinna,linka
leg,springa,stappla,stövla,svassa
leg,glida,ragla,stå,stiga
arm,greppa,slunga,fånga,norpa
leg,fly,tåga,stega,strutta
leg,promenera,knalla,hoppa,cykla
arm,tvätta,hiva,peta,rista
arm,vika,gripa,slå,torka
leg,löpa,ränna,skutta,sparka
arm,fläta,kasta,piska,karva
arm,skala,signera,hissa,plocka
leg,ila,snubbla,skynda,smyga
leg,jogga,halta,marschera,rusa
arm,bulta,skyffla,klippa,klösa
arm,linda,grabba,klicka,vira
leg,vada,trippa,vingla,snava
arm,klappa,pilla,banka,putta
leg,svaja,vackla,flanera,kila
arm,hacka,sno,knycka,slipa
arm,ösa,snärta,rota,polera
leg,tassa,lunka,kliva,halka
arm,knacka,gnugga,skrubba,skura
