type,word1,word2,word3,word4
leg,fly,tåga,stega,strutta
arm,hacka,sno,knycka,slipa
arm,greppa,slunga,fånga,norpa
leg,ila,snubbla,skynda,smyga
arm,ösa,snärta,rota,polera
leg,trampa,traska,skrida,vanka
arm,klappa,pilla,banka,putta
leg,promenera,knalla,hoppa,cykla
arm,knacka,gnugga,skrubba,skura
arm,fläta,kasta,piska,karva
leg,vada,trippa,vingla,snava
leg,tassa,lunka,kliva,halka
arm,linda,grabba,klicka,vira
arm,bulta,skyffla,klippa,klösa
arm,vika,gripa,slå,torka
leg,vandra,stampa,skejta,ströva
arm,svabba,nypa,fila,borsta
leg,svaja,vackla,flanera,kila
arm,skala,signera,hissa,plocka
leg,jogga,halta,marschera,rusa
arm,repa,rycka,daska,dunka
leg,gå,knäa,pinna,linka
leg,löpa,ränna,skutta,sparka
arm,tvätta,hiva,peta,rista
leg,glida,ragla,stå,stiga
leg,springa,stappla,stövla,svassa
