type,word1,word2,word3,word4
arm,linda,nypa,pilla,putta
leg,ragla,flanera,marschera,löpa
arm,rota,bulta,ösa,slipa
leg,tassa,halta,cykla,skejta
leg,gå,ströva,sparka,knäa
leg,stappla,glida,kila,stampa
arm,klösa,hacka,fånga,knacka
leg,stövla,springa,svaja,skutta
arm,gripa,dunka,banka,grabba
leg,snava,strutta,stega,ränna
leg,traska,snubbla,vingla,vackla
arm,kasta,skrubba,fläta,skyffla
leg,vada,trippa,stå,linka
arm,skura,signera,vika,daska
arm,vira,gnugga,torka,rycka
arm,klappa,skala,slunga,klicka
leg,smyga,hoppa,knalla,skrida
leg,kliva,tåga,halka,skynda
leg,promenera,ila,vanka,stiga
arm,knycka,hissa,tvätta,slå
leg,fly,pinna,vandra,svassa
arm,sno,greppa,plocka,hiva
arm,repa,norpa,borsta,karva
arm,peta,svabba,fila,snärta
leg,trampa,jogga,lunka,rusa
arm,polera,rista,piska,klippa
