type,word1,word2,word3,word4
leg,ila,snubbla,skynda,smyga
leg,gå,knäa,pinna,linka
arm,klappa,pilla,banka,putta
arm,repa,rycka,daska,dunka
leg,löpa,ränna,skutta,sparka
arm,linda,grabba,klicka,vira
arm,vika,gripa,slå,torka
arm,bulta,skyffla,klippa,klösa
leg,glida,ragla,stå,stiga
arm,greppa,slunga,fånga,norpa
arm,fläta,kasta,piska,karva
leg,vada,trippa,vingla,snava
leg,vandra,stampa,skejta,ströva
arm,tvätta,hiva,peta,rista
arm,knacka,gnugga,skrubba,skura
arm,svabba,nypa,fila,borsta
leg,springa,stappla,stövla,svassa
leg,fly,tåga,stega,strutta
arm,skala,signera,hissa,plocka
leg,jogga,halta,marschera,rusa
leg,trampa,traska,skrida,vanka
arm,ösa,snärta,rota,polera
arm,hacka,sno,knycka,slipa
leg,promenera,knalla,hoppa,cykla
leg,tassa,lunka,kliva,halka
leg,svaja,vackla,flanera,kila
