type,word1,word2,word3,word4
leg,gå,ströva,sparka,knäa
arm,polera,rista,piska,klippa
leg,ragla,flanera,marschera,löpa
leg,stappla,glida,kila,stampa
leg,trampa,jogga,lunka,rusa
arm,klösa,hacka,fånga,knacka
arm,knycka,hissa,tvätta,slå
arm,rota,bulta,ösa,slipa
leg,tassa,halta,cykla,skejta
arm,klappa,skala,slunga,klicka
leg,snava,strutta,stega,ränna
arm,vira,gnugga,torka,rycka
leg,kliva,tåga,halka,skynda
arm,kasta,skrubba,fläta,skyffla
arm,sno,greppa,plocka,hiva
leg,promenera,ila,vanka,stiga
arm,gripa,dunka,banka,grabba
leg,vada,trippa,stå,linka
leg,stövla,springa,svaja,skutta
arm,repa,norpa,borsta,karva
leg,traska,snubbla,vingla,vackla
arm,peta,svabba,fila,snärta
leg,smyga,hoppa,knalla,skrida
arm,linda,nypa,pilla,putta
arm,skura,signera,vika,daska
leg,fly,pinna,vandra,svassa
