type,word1,word2,word3,word4
leg,gå,ströva,sparka,knäa
arm,klappa,skala,slunga,klicka
leg,stappla,glida,kila,stampa
leg,ragla,flanera,marschera,löpa
leg,vada,trippa,stå,linka
arm,gripa,dunka,banka,grabba
leg,kliva,tåga,halka,skynda
leg,snava,strutta,stega,ränna
arm,sno,greppa,plocka,hiva
arm,repa,norpa,borsta,karva
leg,traska,snubbla,vingla,vackla
arm,polera,rista,piska,klippa
leg,smyga,hoppa,knalla,skrida
arm,kasta,skrubba,fläta,skyffla
arm,linda,nypa,pilla,putta
arm,skura,signera,vika,daska
leg,stövla,springa,svaja,skutta
arm,peta,svabba,fila,snärta
arm,knycka,hissa,tvätta,slå
leg,fly,pinna,vandra,svassa
arm,rota,bulta,ösa,slipa
arm,vira,gnugga,torka,rycka
leg,promenera,ila,vanka,stiga
leg,trampa,jogga,lunka,rusa
arm,klösa,hacka,fånga,knacka
leg,tassa,halta,cykla,skejta
