type,word1,word2,word3,word4
leg,ila,snubbla,skynda,smyga
leg,gå,knäa,pinna,linka
arm,svabba,nypa,fila,borsta
leg,vandra,stampa,skejta,ströva
arm,repa,rycka,daska,dunka
arm,greppa,slunga,fånga,norpa
leg,jogga,halta,marschera,rusa
arm,skala,signera,hissa,plocka
leg,promenera,knalla,hoppa,cykla
arm,ösa,snärta,rota,polera
leg,trampa,traska,skrida,vanka
arm,tvätta,hiva,peta,rista
arm,bulta,skyffla,klippa,klösa
arm,hacka,sno,knycka,slipa
leg,glida,ragla,stå,stiga
arm,knacka,gnugga,skrubba,skura
leg,löpa,ränna,skutta,sparka
leg,vada,trippa,vingla,snava
arm,vika,gripa,slå,torka
leg,springa,stappla,stövla,svassa
leg,tassa,lunka,kliva,halka
arm,linda,grabba,klicka,vira
arm,klappa,pilla,banka,putta
arm,fläta,kasta,piska,karva
leg,svaja,vackla,flanera,kila
leg,fly,tåga,stega,strutta
