type,word1,word2,word3,word4
leg,vandra,stampa,skejta,ströva
leg,vada,trippa,vingla,snava
leg,löpa,ränna,skutta,sparka
arm,svabba,nypa,fila,borsta
arm,greppa,slunga,fånga,norpa
leg,promenera,knalla,hoppa,cykla
arm,skala,signera,hissa,plocka
leg,springa,stappla,stövla,svassa
arm,hacka,sno,knycka,slipa
leg,svaja,vackla,flanera,kila
arm,vika,gripa,slå,torka
leg,ila,snubbla,skynda,smyga
arm,tvätta,hiva,peta,rista
leg,jogga,halta,marschera,rusa
leg,tassa,lunka,kliva,halka
arm,knacka,gnugga,skrubba,skura
arm,ösa,snärta,rota,polera
leg,glida,ragla,stå,stiga
arm,linda,grabba,klicka,vira
leg,trampa,traska,skrida,vanka
arm,repa,rycka,daska,dunka
arm,klappa,pilla,banka,putta
arm,bulta,skyffla,klippa,klösa
leg,fly,tåga,stega,strutta
arm,fläta,kasta,piska,karva
leg,gå,knäa,pinna,linka
