"type","word1","word2","word3","word4"
"arm","torka","klicka","skrubba","slipa"
"arm","fånga","sno","karva","polera"
"arm","skala","tvätta","hissa","vika"
"leg","tassa","traska","pinna","lunka"
"leg","fly","tåga","jogga","stå"
"leg","skejta","stega","rusa","skynda"
"arm","rycka","nypa","fläta","dunka"
"leg","stiga","strutta","trampa","hoppa"
"arm","signera","snärta","banka","gnugga"
"leg","linka","springa","vada","stappla"
"leg","glida","vackla","halta","skutta"
"leg","ströva","svassa","vanka","ragla"
"arm","klappa","plocka","greppa","norpa"
"arm","knacka","kasta","hacka","rista"
"leg","ränna","knalla","stampa","knäa"
"arm","bulta","borsta","daska","peta"
"arm","svabba","slå","fila","klösa"
"arm","skyffla","repa","klippa","putta"
"leg","svaja","snava","promenera","sparka"
"arm","vira","rota","ösa","grabba"
"leg","vandra","gå","vingla","kila"
"arm","linda","hiva","gripa","skura"
"leg","halka","skrida","flanera","stövla"
"leg","kliva","löpa","trippa","snubbla"
"leg","ila","smyga","cykla","marschera"
"arm","piska","knycka","pilla","slunga"
