type,word1,word2,word3,word4
leg,fly,pinna,vandra,svassa
arm,rota,bulta,ösa,slipa
arm,knycka,hissa,tvätta,slå
leg,trampa,jogga,lunka,rusa
leg,gå,ströva,sparka,knäa
arm,klösa,hacka,fånga,knacka
leg,promenera,ila,vanka,stiga
arm,linda,nypa,pilla,putta
leg,snava,strutta,stega,ränna
leg,stappla,glida,kila,stampa
arm,gripa,dunka,banka,grabba
leg,ragla,flanera,marschera,löpa
leg,kliva,tåga,halka,skynda
arm,kasta,skrubba,fläta,skyffla
arm,repa,norpa,borsta,karva
leg,traska,snubbla,vingla,vackla
leg,vada,trippa,stå,linka
arm,peta,svabba,fila,snärta
arm,skura,signera,vika,daska
leg,smyga,hoppa,knalla,skrida
arm,polera,rista,piska,klippa
arm,sno,greppa,plocka,hiva
arm,klappa,skala,slunga,klicka
leg,tassa,halta,cykla,skejta
arm,vira,gnugga,torka,rycka
leg,stövla,springa,svaja,skutta
