type,word1,word2,word3,word4
leg,traska,pinna,kliva,ströva
leg,marschera,ränna,stövla,stega
arm,slå,sno,repa,fånga
arm,putta,daska,rycka,ösa
arm,skala,vika,slunga,peta
leg,skrida,vackla,hoppa,stiga
leg,springa,tåga,snubbla,glida
arm,pilla,bulta,plocka,klappa
leg,vingla,knäa,ragla,cykla
leg,skynda,linka,svassa,kila
arm,torka,fläta,snärta,klösa
arm,polera,gnugga,dunka,skrubba
leg,skutta,tassa,promenera,sparka
leg,strutta,smyga,trippa,lunka
arm,skyffla,norpa,tvätta,klippa
leg,halka,fly,skejta,snava
arm,greppa,knycka,skura,linda
arm,rista,kasta,slipa,klicka
leg,svaja,ila,stå,vada
arm,nypa,borsta,karva,svabba
leg,jogga,knalla,stampa,halta
arm,banka,piska,hiva,hacka
arm,vira,fila,signera,gripa
arm,grabba,knacka,hissa,rota
leg,vandra,flanera,stappla,vanka
leg,trampa,löpa,rusa,gå
