type,word1,word2,word3,word4
arm,grabba,knacka,hissa,rota
leg,skrida,vackla,hoppa,stiga
arm,slå,sno,repa,fånga
leg,skynda,linka,svassa,kila
arm,skyffla,norpa,tvätta,klippa
arm,rista,kasta,slipa,klicka
arm,torka,fläta,snärta,klösa
leg,traska,pinna,kliva,ströva
arm,greppa,knycka,skura,linda
leg,springa,tåga,snubbla,glida
leg,strutta,smyga,trippa,lunka
arm,skala,vika,slunga,peta
arm,banka,piska,hiva,hacka
leg,svaja,ila,stå,vada
leg,vandra,flanera,stappla,vanka
arm,pilla,bulta,plocka,klappa
leg,jogga,knalla,stampa,halta
arm,vira,fila,signera,gripa
leg,halka,fly,skejta,snava
leg,skutta,tassa,promenera,sparka
arm,nypa,borsta,karva,svabba
arm,polera,gnugga,dunka,skrubba
leg,vingla,knäa,ragla,cykla
arm,putta,daska,rycka,ösa
leg,trampa,löpa,rusa,gå
leg,marschera,ränna,stövla,stega
