type,word1,word2,word3,word4
arm,greppa,knycka,skura,linda
arm,pilla,bulta,plocka,klappa
arm,skyffla,norpa,tvätta,klippa
leg,skynda,linka,svassa,kila
arm,grabba,knacka,hissa,rota
leg,vandra,flanera,stappla,vanka
arm,slå,sno,repa,fånga
arm,vira,fila,signera,gripa
leg,vingla,knäa,ragla,cykla
arm,torka,fläta,snärta,klösa
arm,polera,gnugga,dunka,skrubba
leg,skrida,vackla,hoppa,stiga
arm,nypa,borsta,karva,svabba
leg,svaja,ila,stå,vada
leg,traska,pinna,kliva,ströva
arm,rista,kasta,slipa,klicka
leg,trampa,löpa,rusa,gå
arm,banka,piska,hiva,hacka
leg,springa,tåga,snubbla,glida
leg,marschera,ränna,stövla,stega
leg,skutta,tassa,promenera,sparka
arm,putta,daska,rycka,ösa
leg,strutta,smyga,trippa,lunka
leg,jogga,knalla,stampa,halta
arm,skala,vika,slunga,peta
leg,halka,fly,skejta,snava
