type,word1,word2,word3,word4
arm,polera,gnugga,dunka,skrubba
arm,skyffla,norpa,tvätta,klippa
arm,torka,fläta,snärta,klösa
leg,skutta,tassa,promenera,sparka
leg,marschera,ränna,stövla,stega
leg,springa,tåga,snubbla,glida
arm,skala,vika,slunga,peta
leg,strutta,smyga,trippa,lunka
leg,vingla,knäa,ragla,cykla
leg,svaja,ila,stå,vada
arm,pilla,bulta,plocka,klappa
leg,jogga,knalla,stampa,halta
arm,grabba,knacka,hissa,rota
arm,banka,piska,hiva,hacka
leg,halka,fly,skejta,snava
leg,skynda,linka,svassa,kila
arm,vira,fila,signera,gripa
leg,vandra,flanera,stappla,vanka
leg,traska,pinna,kliva,ströva
arm,slå,sno,repa,fånga
leg,trampa,löpa,rusa,gå
arm,greppa,knycka,skura,linda
arm,putta,daska,rycka,ösa
arm,rista,kasta,slipa,klicka
leg,skrida,vackla,hoppa,stiga
arm,nypa,borsta,karva,svabba
