type,word1,word2,word3,word4
arm,greppa,knycka,skura,linda
leg,traska,pinna,kliva,ströva
arm,grabba,knacka,hissa,rota
arm,pilla,bulta,plocka,klappa
leg,vingla,knäa,ragla,cykla
leg,halka,fly,skejta,snava
leg,vandra,flanera,stappla,vanka
arm,banka,piska,hiva,hacka
arm,polera,gnugga,dunka,skrubba
leg,marschera,ränna,stövla,stega
leg,trampa,löpa,rusa,gå
leg,svaja,ila,stå,vada
arm,skyffla,norpa,tvätta,klippa
leg,springa,tåga,snubbla,glida
arm,putta,daska,rycka,ösa
arm,skala,vika,slunga,peta
arm,rista,kasta,slipa,klicka
leg,strutta,smyga,trippa,lunka
leg,jogga,knalla,stampa,halta
arm,vira,fila,signera,gripa
arm,slå,sno,repa,fånga
leg,skutta,tassa,promenera,sparka
arm,torka,fläta,snärta,klösa
leg,skrida,vackla,hoppa,stiga
leg,skynda,linka,svassa,kila
arm,nypa,borsta,karva,svabba
