type,word1,word2,word3,word4
leg,snava,strutta,stega,ränna
leg,ragla,flanera,marschera,löpa
arm,klösa,hacka,fånga,knacka
leg,fly,pinna,vandra,svassa
arm,rota,bulta,ösa,slipa
arm,linda,nypa,pilla,putta
leg,stappla,glida,kila,stampa
arm,skura,signera,vika,daska
arm,knycka,hissa,tvätta,slå
arm,klappa,skala,slunga,klicka
leg,gå,ströva,sparka,knäa
arm,gripa,dunka,banka,grabba
leg,tassa,halta,cykla,skejta
leg,traska,snubbla,vingla,vackla
arm,vira,gnugga,torka,rycka
leg,trampa,jogga,lunka,rusa
leg,kliva,tåga,halka,skynda
arm,polera,rista,piska,klippa
arm,peta,svabba,fila,snärta
leg,vada,trippa,stå,linka
arm,sno,greppa,plocka,hiva
leg,smyga,hoppa,knalla,skrida
arm,repa,norpa,borsta,karva
arm,kasta,skrubba,fläta,skyffla
leg,stövla,springa,svaja,skutta
leg,promenera,ila,vanka,stiga
