type,word1,word2,word3,word4
arm,pilla,bulta,plocka,klappa
leg,skutta,tassa,promenera,sparka
arm,skala,vika,slunga,peta
arm,greppa,knycka,skura,linda
leg,skynda,linka,svassa,kila
arm,grabba,knacka,hissa,rota
arm,rista,kasta,slipa,klicka
arm,polera,gnugga,dunka,skrubba
leg,vandra,flanera,stappla,vanka
leg,svaja,ila,stå,vada
arm,skyffla,norpa,tvätta,klippa
leg,jogga,knalla,stampa,halta
arm,vira,fila,signera,gripa
leg,strutta,smyga,trippa,lunka
leg,trampa,löpa,rusa,gå
arm,torka,fläta,snärta,klösa
leg,halka,fly,skejta,snava
arm,slå,sno,repa,fånga
leg,springa,tåga,snubbla,glida
leg,traska,pinna,kliva,ströva
arm,banka,piska,hiva,hacka
arm,putta,daska,rycka,ösa
leg,marschera,ränna,stövla,stega
leg,skrida,vackla,hoppa,stiga
arm,nypa,borsta,karva,svabba
leg,vingla,knäa,ragla,cykla
