type,word1,word2,word3,word4
arm,greppa,slunga,fånga,norpa
leg,löpa,ränna,skutta,sparka
arm,hacka,sno,knycka,slipa
leg,vandra,stampa,skejta,ströva
leg,gå,knäa,pinna,linka
arm,linda,grabba,klicka,vira
leg,tassa,lunka,kliva,halka
arm,bulta,skyffla,klippa,klösa
leg,vada,trippa,vingla,snava
arm,svabba,nypa,fila,borsta
arm,ösa,snärta,rota,polera
leg,jogga,halta,marschera,rusa
arm,fläta,kasta,piska,karva
leg,ila,snubbla,skynda,smyga
arm,knacka,gnugga,skrubba,skura
leg,glida,ragla,stå,stiga
leg,springa,stappla,stövla,svassa
arm,tvätta,hiva,peta,rista
leg,trampa,traska,skrida,vanka
arm,repa,rycka,daska,dunka
arm,vika,gripa,slå,torka
arm,skala,signera,hissa,plocka
leg,svaja,vackla,flanera,kila
leg,promenera,knalla,hoppa,cykla
leg,fly,tåga,stega,strutta
arm,klappa,pilla,banka,putta
