"type","word1","word2","word3","word4"
"arm","snärta","klappa","sno","norpa"
"arm","slipa","hacka","polera","borsta"
"leg","tassa","marschera","stega","ila"
"arm","skala","klösa","knacka","rista"
"arm","nypa","vika","fila","rycka"
"leg","trampa","skutta","stappla","springa"
"leg","ränna","tåga","kliva","sparka"
"arm","putta","slå","grabba","ösa"
"leg","knäa","vandra","vingla","gå"
"leg","flanera","smyga","halta","fly"
"arm","vira","skura","bulta","plocka"
"arm","hiva","dunka","pilla","klippa"
"arm","svabba","daska","slunga","skyffla"
"leg","cykla","rusa","promenera","vanka"
"leg","vackla","hoppa","strutta","jogga"
"arm","fånga","gnugga","piska","peta"
"arm","banka","rota","signera","hissa"
"leg","pinna","halka","linka","löpa"
"arm","linda","tvätta","kasta","greppa"
"leg","snava","stövla","svassa","snubbla"
"leg","skynda","stiga","ströva","glida"
"leg","stå","knalla","ragla","svaja"
"arm","gripa","skrubba","repa","klicka"
"leg","traska","skrida","trippa","stampa"
"arm","fläta","karva","knycka","torka"
"leg","kila","skejta","vada","lunka"
