type,word1,word2,word3,word4
leg,glida,ragla,stå,stiga
arm,fläta,kasta,piska,karva
leg,löpa,ränna,skutta,sparka
arm,knacka,gnugga,skrubba,skura
leg,springa,stappla,stövla,svassa
arm,repa,rycka,daska,dunka
arm,tvätta,hiva,peta,rista
leg,jogga,halta,marschera,rusa
leg,fly,tåga,stega,strutta
arm,bulta,skyffla,klippa,klösa
leg,ila,snubbla,skynda,smyga
arm,skala,signera,hissa,plocka
arm,svabba,nypa,fila,borsta
leg,gå,knäa,pinna,linka
arm,hacka,sno,knycka,slipa
arm,klappa,pilla,banka,putta
leg,promenera,knalla,hoppa,cykla
leg,svaja,vackla,flanera,kila
arm,vika,gripa,slå,torka
arm,greppa,slunga,fånga,norpa
leg,trampa,traska,skrida,vanka
arm,ösa,snärta,rota,polera
leg,vada,trippa,vingla,snava
leg,tassa,lunka,kliva,halka
arm,linda,grabba,klicka,vira
leg,vandra,stampa,skejta,ströva
