"type","word1","word2","word3","word4"
"arm","nypa","knacka","rycka","daska"
"arm","slipa","bulta","skrubba","klicka"
"leg","traska","skutta","sparka","skejta"
"arm","gripa","linda","klappa","vika"
"arm","plocka","ösa","repa","vira"
"leg","snava","flanera","vada","hoppa"
"leg","fly","stega","kliva","cykla"
"arm","kasta","gnugga","peta","snärta"
"arm","slå","hacka","knycka","sno"
"arm","fånga","skyffla","svabba","slunga"
"leg","linka","vanka","vingla","löpa"
"leg","kila","strutta","tassa","smyga"
"leg","stiga","halka","ränna","vandra"
"arm","putta","hiva","torka","hissa"
"leg","skynda","rusa","vackla","snubbla"
"arm","klösa","klippa","karva","grabba"
"leg","marschera","gå","pinna","jogga"
"arm","banka","norpa","fläta","dunka"
"arm","fila","rista","pilla","signera"
"leg","stampa","promenera","knäa","tåga"
"leg","svaja","ragla","trippa","stå"
"arm","rota","tvätta","skala","piska"
"leg","ströva","stappla","knalla","svassa"
"leg","skrida","halta","springa","stövla"
"leg","trampa","glida","ila","lunka"
"arm","skura","polera","greppa","borsta"
