type,word1,word2,word3,word4
leg,vandra,stampa,skejta,ströva
leg,jogga,halta,marschera,rusa
leg,löpa,ränna,skutta,sparka
arm,hacka,sno,knycka,slipa
arm,greppa,slunga,fånga,norpa
leg,fly,tåga,stega,strutta
arm,klappa,pilla,banka,putta
leg,tassa,lunka,kliva,halka
leg,promenera,knalla,hoppa,cykla
arm,svabba,nypa,fila,borsta
arm,linda,grabba,klicka,vira
leg,trampa,traska,skrida,vanka
arm,repa,rycka,daska,dunka
leg,vada,trippa,vingla,snava
arm,skala,signera,hissa,plocka
arm,fläta,kasta,piska,karva
leg,springa,stappla,stövla,svassa
leg,glida,ragla,stå,stiga
leg,svaja,vackla,flanera,kila
arm,tvätta,hiva,peta,rista
arm,vika,gripa,slå,torka
leg,ila,snubbla,skynda,smyga
arm,knacka,gnugga,skrubba,skura
arm,ösa,snärta,rota,polera
leg,gå,knäa,pinna,linka
arm,bulta,skyffla,klippa,klösa
