type,word1,word2,word3,word4
arm,banka,piska,hiva,hacka
leg,halka,fly,skejta,snava
arm,torka,fläta,snärta,klösa
leg,skynda,linka,svassa,kila
arm,greppa,knycka,skura,linda
arm,vira,fila,signera,gripa
leg,strutta,smyga,trippa,lunka
leg,svaja,ila,stå,vada
arm,rista,kasta,slipa,klicka
arm,pilla,bulta,plocka,klappa
arm,skala,vika,slunga,peta
leg,springa,tåga,snubbla,glida
leg,trampa,löpa,rusa,gå
leg,skrida,vackla,hoppa,stiga
arm,skyffla,norpa,tvätta,klippa
arm,slå,sno,repa,fånga
leg,vandra,flanera,stappla,vanka
leg,traska,pinna,kliva,ströva
arm,polera,gnugga,dunka,skrubba
leg,skutta,tassa,promenera,sparka
arm,grabba,knacka,hissa,rota
leg,jogga,knalla,stampa,halta
arm,nypa,borsta,karva,svabba
leg,marschera,ränna,stövla,stega
arm,putta,daska,rycka,ösa
leg,vingla,knäa,ragla,cykla
