type,word1,word2,word3,word4
leg,promenera,ila,vanka,stiga
arm,knycka,hissa,tvätta,slå
leg,ragla,flanera,marschera,löpa
arm,sno,greppa,plocka,hiva
arm,rota,bulta,ösa,slipa
leg,stövla,springa,svaja,skutta
arm,kasta,skrubba,fläta,skyffla
arm,gripa,dunka,banka,grabba
arm,klappa,skala,slunga,klicka
leg,smyga,hoppa,knalla,skrida
leg,stappla,glida,kila,stampa
arm,vira,gnugga,torka,rycka
leg,fly,pinna,vandra,svassa
leg,snava,strutta,stega,ränna
arm,polera,rista,piska,klippa
arm,peta,svabba,fila,snärta
leg,vada,trippa,stå,linka
arm,repa,norpa,borsta,karva
arm,klösa,hacka,fånga,knacka
leg,gå,ströva,sparka,knäa
arm,linda,nypa,pilla,putta
leg,trampa,jogga,lunka,rusa
leg,tassa,halta,cykla,skejta
arm,skura,signera,vika,daska
leg,traska,snubbla,vingla,vackla
leg,kliva,tåga,halka,skynda
