type,word1,word2,word3,word4
arm,skura,signera,vika,daska
leg,ragla,flanera,marschera,löpa
arm,kasta,skrubba,fläta,skyffla
leg,gå,ströva,sparka,knäa
arm,knycka,hissa,tvätta,slå
arm,peta,svabba,fila,snärta
arm,sno,greppa,plocka,hiva
leg,promenera,ila,vanka,stiga
leg,kliva,tåga,halka,skynda
arm,polera,rista,piska,klippa
leg,snava,strutta,stega,ränna
leg,vada,trippa,stå,linka
arm,linda,nypa,pilla,putta
arm,repa,norpa,borsta,karva
leg,traska,snubbla,vingla,vackla
leg,stövla,springa,svaja,skutta
arm,klösa,hacka,fånga,knacka
leg,tassa,halta,cykla,skejta
arm,rota,bulta,ösa,slipa
leg,smyga,hoppa,knalla,skrida
arm,vira,gnugga,torka,rycka
leg,stappla,glida,kila,stampa
leg,trampa,jogga,lunka,rusa
leg,fly,pinna,vandra,svassa
arm,gripa,dunka,banka,grabba
arm,klappa,skala,slunga,klicka
