type,word1,word2,word3,word4
leg,trampa,löpa,rusa,gå
leg,skrida,vackla,hoppa,stiga
arm,slå,sno,repa,fånga
arm,grabba,knacka,hissa,rota
leg,traska,pinna,kliva,ströva
arm,torka,fläta,snärta,klösa
leg,svaja,ila,stå,vada
leg,jogga,knalla,stampa,halta
leg,strutta,smyga,trippa,lunka
arm,polera,gnugga,dunka,skrubba
leg,springa,tåga,snubbla,glida
arm,skala,vika,slunga,peta
arm,nypa,borsta,karva,svabba
leg,halka,fly,skejta,snava
arm,skyffla,norpa,tvätta,klippa
leg,skynda,linka,svassa,kila
arm,pilla,bulta,plocka,klappa
leg,skutta,tassa,promenera,sparka
leg,vandra,flanera,stappla,vanka
arm,banka,piska,hiva,hacka
arm,putta,daska,rycka,ösa
arm,rista,kasta,slipa,klicka
leg,vingla,knäa,ragla,cykla
leg,marschera,ränna,stövla,stega
arm,vira,fila,signera,gripa
arm,greppa,knycka,skura,linda
