type,word1,word2,word3,word4
arm,banka,piska,hiva,hacka
arm,rista,kasta,slipa,klicka
leg,skrida,vackla,hoppa,stiga
leg,svaja,ila,stå,vada
arm,skyffla,norpa,tvätta,klippa
leg,halka,fly,skejta,snava
arm,nypa,borsta,karva,svabba
arm,grabba,knacka,hissa,rota
arm,pilla,bulta,plocka,klappa
leg,skutta,tassa,promenera,sparka
arm,skala,vika,slunga,peta
leg,marschera,ränna,stövla,stega
leg,springa,tåga,snubbla,glida
leg,vingla,knäa,ragla,cykla
arm,vira,fila,signera,gripa
leg,trampa,löpa,rusa,gå
arm,putta,daska,rycka,ösa
leg,jogga,knalla,stampa,halta
arm,slå,sno,repa,fånga
leg,skynda,linka,svassa,kila
leg,strutta,smyga,trippa,lunka
arm,polera,gnugga,dunka,skrubba
arm,torka,fläta,snärta,klösa
leg,traska,pinna,kliva,ströva
leg,vandra,flanera,stappla,vanka
arm,greppa,knycka,skura,linda
