type,word1,word2,word3,word4
arm,ösa,snärta,rota,polera
leg,trampa,traska,skrida,vanka
leg,vandra,stampa,skejta,ströva
arm,linda,grabba,klicka,vira
leg,svaja,vackla,flanera,kila
arm,knacka,gnugga,skrubba,skura
arm,tvätta,hiva,peta,rista
arm,svabba,nypa,fila,borsta
leg,promenera,knalla,hoppa,cykla
leg,ila,snubbla,skynda,smyga
arm,hacka,sno,knycka,slipa
leg,fly,tåga,stega,strutta
leg,tassa,lunka,kliva,halka
arm,repa,rycka,daska,dunka
leg,gå,knäa,pinna,linka
arm,klappa,pilla,banka,putta
leg,löpa,ränna,skutta,sparka
arm,skala,signera,hissa,plocka
arm,fläta,kasta,piska,karva
leg,springa,stappla,stövla,svassa
leg,jogga,halta,marschera,rusa
arm,vika,gripa,slå,torka
leg,glida,ragla,stå,stiga
arm,greppa,slunga,fånga,norpa
arm,bulta,skyffla,klippa,klösa
leg,vada,trippa,vingla,snava
