"type","word1","word2","word3","word4"
"arm","torka","hissa","kasta","gnugga"
"leg","rusa","snubbla","hoppa","marschera"
"leg","skrida","vackla","trampa","snava"
"arm","klicka","karva","vira","fläta"
"leg","löpa","flanera","ränna","knäa"
"arm","grabba","tvätta","slipa","signera"
"arm","klösa","piska","hacka","pilla"
"leg","promenera","tåga","strutta","skynda"
"arm","daska","fånga","bulta","nypa"
"leg","gå","kila","vingla","stiga"
"leg","kliva","knalla","springa","jogga"
"leg","fly","svassa","ströva","linka"
"arm","peta","greppa","rista","hiva"
"arm","polera","skala","vika","klippa"
"leg","svaja","halta","vada","sparka"
"leg","stega","pinna","stå","skejta"
"arm","linda","repa","norpa","knycka"
"arm","sno","rota","dunka","fila"
"leg","vandra","cykla","smyga","trippa"
"arm","slunga","rycka","plocka","svabba"
"leg","ila","halka","ragla","traska"
"leg","tassa","stövla","stampa","glida"
"arm","putta","ösa","skura","knacka"
"arm","gripa","slå","borsta","skyffla"
"leg","stappla","vanka","lunka","skutta"
"arm","snärta","banka","skrubba","klappa"
