type,word1,word2,word3,word4
arm,vira,fila,signera,gripa
leg,svaja,ila,stå,vada
arm,polera,gnugga,dunka,skrubba
arm,nypa,borsta,karva,svabba
leg,traska,pinna,kliva,ströva
arm,slå,sno,repa,fånga
leg,jogga,knalla,stampa,halta
arm,banka,piska,hiva,hacka
leg,marschera,ränna,stövla,stega
leg,skrida,vackla,hoppa,stiga
leg,halka,fly,skejta,snava
arm,putta,daska,rycka,ösa
arm,torka,fläta,snärta,klösa
leg,strutta,smyga,trippa,lunka
arm,greppa,knycka,skura,linda
arm,grabba,knacka,hissa,rota
arm,pilla,bulta,plocka,klappa
leg,skutta,tassa,promenera,sparka
leg,springa,tåga,snubbla,glida
arm,rista,kasta,slipa,klicka
leg,vandra,flanera,stappla,vanka
leg,trampa,löpa,rusa,gå
leg,vingla,knäa,ragla,cykla
arm,skala,vika,slunga,peta
arm,skyffla,norpa,tvätta,klippa
leg,skynda,linka,svassa,kila
