type,word1,word2,word3,word4
leg,strutta,smyga,trippa,lunka
arm,polera,gnugga,dunka,skrubba
arm,vira,fila,signera,gripa
arm,skyffla,norpa,tvätta,klippa
leg,skrida,vackla,hoppa,stiga
arm,skala,vika,slunga,peta
leg,traska,pinna,kliva,ströva
leg,vandra,flanera,stappla,vanka
arm,putta,daska,rycka,ösa
leg,marschera,ränna,stövla,stega
leg,svaja,ila,stå,vada
leg,jogga,knalla,stampa,halta
arm,slå,sno,repa,fånga
arm,nypa,borsta,karva,svabba
arm,greppa,knycka,skura,linda
leg,vingla,knäa,ragla,cykla
arm,grabba,knacka,hissa,rota
arm,rista,kasta,slipa,klicka
leg,springa,tåga,snubbla,glida
leg,skynda,linka,svassa,kila
arm,banka,piska,hiva,hacka
leg,halka,fly,skejta,snava
arm,torka,fläta,snärta,klösa
leg,skutta,tassa,promenera,sparka
arm,pilla,bulta,plocka,klappa
leg,trampa,löpa,rusa,gå
