type,word1,word2,word3,word4
leg,ila,snubbla,skynda,smyga
arm,tvätta,hiva,peta,rista
leg,trampa,traska,skrida,vanka
leg,jogga,halta,marschera,rusa
arm,vika,gripa,slå,torka
leg,glida,ragla,stå,stiga
arm,fläta,kasta,piska,karva
arm,greppa,slunga,fånga,norpa
leg,promenera,knalla,hoppa,cykla
leg,löpa,ränna,skutta,sparka
arm,svabba,nypa,fila,borsta
leg,vandra,stampa,skejta,ströva
arm,repa,rycka,daska,dunka
arm,bulta,skyffla,klippa,klösa
leg,gå,knäa,pinna,linka
arm,knacka,gnugga,skrubba,skura
leg,tassa,lunka,kliva,halka
leg,svaja,vackla,flanera,kila
leg,vada,trippa,vingla,snava
arm,klappa,pilla,banka,putta
arm,linda,grabba,klicka,vira
arm,hacka,sno,knycka,slipa
leg,fly,tåga,stega,strutta
leg,springa,stappla,stövla,svassa
arm,skala,signera,hissa,plocka
arm,ösa,snärta,rota,polera
