type,word1,word2,word3,word4
arm,tvätta,hiva,peta,rista
arm,ösa,snärta,rota,polera
leg,vada,trippa,vingla,snava
arm,bulta,skyffla,klippa,klösa
arm,vika,gripa,slå,torka
leg,ila,snubbla,skynda,smyga
leg,trampa,traska,skrida,vanka
leg,springa,stappla,stövla,svassa
arm,klappa,pilla,banka,putta
leg,fly,tåga,stega,strutta
arm,skala,signera,hissa,plocka
leg,löpa,ränna,skutta,sparka
arm,svabba,nypa,fila,borsta
leg,svaja,vackla,flanera,kila
leg,gå,knäa,pinna,linka
arm,repa,rycka,daska,dunka
leg,jogga,halta,marschera,rusa
arm,knacka,gnugga,skrubba,skura
arm,linda,grabba,klicka,vira
leg,tassa,lunka,kliva,halka
arm,greppa,slunga,fånga,norpa
arm,hacka,sno,knycka,slipa
leg,glida,ragla,stå,stiga
arm,fläta,kasta,piska,karva
leg,vandra,stampa,skejta,ströva
leg,promenera,knalla,hoppa,cykla
