type,word1,word2,word3,word4
leg,stappla,glida,kila,stampa
arm,peta,svabba,fila,snärta
arm,knycka,hissa,tvätta,slå
arm,repa,norpa,borsta,karva
leg,smyga,hoppa,knalla,skrida
leg,vada,trippa,stå,linka
arm,gripa,dunka,banka,grabba
leg,snava,strutta,stega,ränna
leg,tassa,halta,cykla,skejta
leg,stövla,springa,svaja,skutta
arm,klösa,hacka,fånga,knacka
leg,ragla,flanera,marschera,löpa
leg,gå,ströva,sparka,knäa
arm,polera,rista,piska,klippa
arm,klappa,skala,slunga,klicka
arm,sno,greppa,plocka,hiva
leg,fly,pinna,vandra,svassa
arm,skura,signera,vika,daska
arm,linda,nypa,pilla,putta
arm,vira,gnugga,torka,rycka
leg,traska,snubbla,vingla,vackla
arm,kasta,skrubba,fläta,skyffla
leg,promenera,ila,vanka,stiga
leg,trampa,jogga,lunka,rusa
leg,kliva,tåga,halka,skynda
arm,rota,bulta,ösa,slipa
