type,word1,word2,word3,word4
leg,traska,pinna,kliva,ströva
arm,vira,fila,signera,gripa
arm,polera,gnugga,dunka,skrubba
arm,banka,piska,hiva,hacka
leg,halka,fly,skejta,snava
leg,strutta,smyga,trippa,lunka
arm,grabba,knacka,hissa,rota
arm,putta,daska,rycka,ösa
leg,skutta,tassa,promenera,sparka
arm,rista,kasta,slipa,klicka
arm,skyffla,norpa,tvätta,klippa
leg,vandra,flanera,stappla,vanka
leg,jogga,knalla,stampa,halta
leg,skrida,vackla,hoppa,stiga
arm,slå,sno,repa,fånga
leg,skynda,linka,svassa,kila
leg,trampa,löpa,rusa,gå
arm,torka,fläta,snärta,klösa
arm,skala,vika,slunga,peta
leg,vingla,knäa,ragla,cykla
leg,svaja,ila,stå,vada
arm,pilla,bulta,plocka,klappa
arm,greppa,knycka,skura,linda
arm,nypa,borsta,karva,svabba
leg,springa,tåga,snubbla,glida
leg,marschera,ränna,stövla,stega
