type,word1,word2,word3,word4
arm,klösa,hacka,fånga,knacka
leg,trampa,jogga,lunka,rusa
arm,linda,nypa,pilla,putta
arm,klappa,skala,slunga,klicka
leg,vada,trippa,stå,linka
arm,knycka,hissa,tvätta,slå
leg,promenera,ila,vanka,stiga
arm,gripa,dunka,banka,grabba
leg,smyga,hoppa,knalla,skrida
arm,sno,greppa,plocka,hiva
leg,fly,pinna,vandra,svassa
leg,kliva,tåga,halka,skynda
arm,peta,svabba,fila,snärta
arm,repa,norpa,borsta,karva
arm,kasta,skrubba,fläta,skyffla
leg,gå,ströva,sparka,knäa
arm,rota,bulta,ösa,slipa
leg,traska,snubbla,vingla,vackla
leg,tassa,halta,cykla,skejta
leg,snava,strutta,stega,ränna
arm,skura,signera,vika,daska
leg,stappla,glida,kila,stampa
arm,vira,gnugga,torka,rycka
arm,polera,rista,piska,klippa
leg,stövla,springa,svaja,skutta
leg,ragla,flanera,marschera,löpa
