type,word1,word2,word3,word4
leg,jogga,knalla,stampa,halta
leg,springa,tåga,snubbla,glida
leg,halka,fly,skejta,snava
arm,polera,gnugga,dunka,skrubba
arm,slå,sno,repa,fånga
arm,banka,piska,hiva,hacka
leg,traska,pinna,kliva,ströva
arm,rista,kasta,slipa,klicka
leg,skynda,linka,svassa,kila
leg,vandra,flanera,stappla,vanka
arm,nypa,borsta,karva,svabba
arm,skyffla,norpa,tvätta,klippa
leg,marschera,ränna,stövla,stega
arm,torka,fläta,snärta,klösa
leg,trampa,löpa,rusa,gå
arm,putta,daska,rycka,ösa
leg,strutta,smyga,trippa,lunka
leg,svaja,ila,stå,vada
leg,vingla,knäa,ragla,cykla
arm,pilla,bulta,plocka,klappa
leg,skutta,tassa,promenera,sparka
arm,grabba,knacka,hissa,rota
arm,vira,fila,signera,gripa
arm,greppa,knycka,skura,linda
leg,skrida,vackla,hoppa,stiga
arm,skala,vika,slunga,peta
