type,word1,word2,word3,word4
arm,svabba,nypa,fila,borsta
arm,skala,signera,hissa,plocka
leg,vada,trippa,vingla,snava
arm,ösa,snärta,rota,polera
leg,ila,snubbla,skynda,smyga
arm,knacka,gnugga,skrubba,skura
arm,repa,rycka,daska,dunka
leg,vandra,stampa,skejta,ströva
leg,trampa,traska,skrida,vanka
leg,svaja,vackla,flanera,kila
arm,vika,gripa,slå,torka
arm,klappa,pilla,banka,putta
leg,promenera,knalla,hoppa,cykla
leg,fly,tåga,stega,strutta
leg,gå,knäa,pinna,linka
arm,hacka,sno,knycka,slipa
leg,glida,ragla,stå,stiga
leg,jogga,halta,marschera,rusa
arm,fläta,kasta,piska,karva
leg,tassa,lunka,kliva,halka
arm,linda,grabba,klicka,vira
leg,löpa,ränna,skutta,sparka
leg,springa,stappla,stövla,svassa
arm,tvätta,hiva,peta,rista
arm,bulta,skyffla,klippa,klösa
arm,greppa,slunga,fånga,norpa
