type,word1,word2,word3,word4
arm,bulta,skyffla,klippa,klösa
leg,promenera,knalla,hoppa,cykla
arm,greppa,slunga,fånga,norpa
leg,trampa,traska,skrida,vanka
arm,repa,rycka,daska,dunka
arm,skala,signera,hissa,plocka
leg,fly,tåga,stega,strutta
leg,löpa,ränna,skutta,sparka
arm,svabba,nypa,fila,borsta
arm,tvätta,hiva,peta,rista
leg,gå,knäa,pinna,linka
leg,svaja,vackla,flanera,kila
leg,glida,ragla,stå,stiga
arm,vika,gripa,slå,torka
leg,springa,stappla,stövla,svassa
arm,hacka,sno,knycka,slipa
leg,jogga,halta,marschera,rusa
arm,linda,grabba,klicka,vira
arm,fläta,kasta,piska,karva
leg,vandra,stampa,skejta,ströva
arm,knacka,gnugga,skrubba,skura
arm,ösa,snärta,rota,polera
leg,tassa,lunka,kliva,halka
arm,klappa,pilla,banka,putta
leg,ila,snubbla,skynda,smyga
leg,vada,trippa,vingla,snava
