type,word1,word2,word3,word4
leg,snava,strutta,stega,ränna
leg,trampa,jogga,lunka,rusa
arm,rota,bulta,ösa,slipa
arm,sno,greppa,plocka,hiva
arm,linda,nypa,pilla,putta
leg,tassa,halta,cykla,skejta
arm,kasta,skrubba,fläta,skyffla
leg,promenera,ila,vanka,stiga
leg,kliva,tåga,halka,skynda
leg,fly,pinna,vandra,svassa
arm,polera,rista,piska,klippa
arm,klappa,skala,slunga,klicka
arm,knycka,hissa,tvätta,slå
leg,stappla,glida,kila,stampa
leg,gå,ströva,sparka,knäa
arm,skura,signera,vika,daska
leg,stövla,springa,svaja,skutta
arm,vira,gnugga,torka,rycka
leg,smyga,hoppa,knalla,skrida
arm,gripa,dunka,banka,grabba
leg,vada,trippa,stå,linka
leg,ragla,flanera,marschera,löpa
arm,klösa,hacka,fånga,knacka
arm,peta,svabba,fila,snärta
leg,traska,snubbla,vingla,vackla
arm,repa,norpa,borsta,karva
