type,word1,word2,word3,word4
arm,banka,piska,hiva,hacka
arm,grabba,knacka,hissa,rota
leg,springa,tåga,snubbla,glida
arm,skala,vika,slunga,peta
leg,trampa,löpa,rusa,gå
arm,skyffla,norpa,tvätta,klippa
leg,skutta,tassa,promenera,sparka
arm,greppa,knycka,skura,linda
leg,svaja,ila,stå,vada
arm,nypa,borsta,karva,svabba
leg,skynda,linka,svassa,kila
arm,torka,fläta,snärta,klösa
leg,vingla,knäa,ragla,cykla
arm,rista,kasta,slipa,klicka
leg,halka,fly,skejta,snava
leg,jogga,knalla,stampa,halta
arm,slå,sno,repa,fånga
arm,pilla,bulta,plocka,klappa
arm,polera,gnugga,dunka,skrubba
leg,strutta,smyga,trippa,lunka
leg,traska,pinna,kliva,ströva
arm,putta,daska,rycka,ösa
leg,skrida,vackla,hoppa,stiga
leg,marschera,ränna,stövla,stega
arm,vira,fila,signera,gripa
leg,vandra,flanera,stappla,vanka
