7.1821 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
8.1239 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x166396F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
8.1239 	EXP 	window1: recordFrameIntervals = False
8.2893 	EXP 	window1: recordFrameIntervals = True
8.4752 	EXP 	window1: recordFrameIntervals = False
8.6493 	EXP 	Created introtext = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='introtext', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
8.9271 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.0614 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.3118 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.3815 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.3822 	EXP 	Created text_5 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_5', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
9.3926 	EXP 	Created text_10 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_10', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
9.4977 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText='accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=7, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4', '5', '6', '7'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=6.0, win=Window(...))
9.5077 	EXP 	Created text_7 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_7', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
9.5466 	EXP 	Created text_9 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_9', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
9.5654 	EXP 	rating: flipVert = False
9.5654 	EXP 	rating: autoLog = True
9.5654 	EXP 	introtext: autoDraw = True
259.7208 	DATA 	Keypress: space
259.7369 	EXP 	introtext: autoDraw = False
259.7369 	EXP 	text: autoDraw = True
286.4035 	DATA 	Mouse: Left button down, pos=(1365,631)
286.5207 	DATA 	Mouse:  Left button up, pos=(1365,631)
288.1643 	DATA 	Keypress: space
288.1806 	EXP 	text: autoDraw = False
288.1806 	EXP 	text_2: autoDraw = True
301.6313 	DATA 	Keypress: space
301.6476 	EXP 	text_2: autoDraw = False
301.6476 	EXP 	text_3: autoDraw = True
320.2973 	DATA 	Keypress: space
320.3137 	EXP 	text_3: autoDraw = False
320.3137 	EXP 	text_4: autoDraw = True
322.3434 	DATA 	Keypress: space
322.3597 	EXP 	text_4: autoDraw = False
322.3597 	EXP 	text_5: autoDraw = True
323.2591 	EXP 	Imported ..\stimuli\presentation_lists_pilot\p905_norming.csv as conditions, 112 conditions, 8 params
323.2599 	EXP 	Created sequence: random, trialTypes=112, nReps=1, seed=None
323.2603 	EXP 	New trial (rep=0, index=0): OrderedDict([('word', u'HIKE'), ('target', u'vandra'), ('distrOne', u'flanera'), ('distrTwo', u'lunka'), ('corrAns', 1), ('w1', u'vandra'), ('w2', u'lunka'), ('w3', u'flanera')])
323.2625 	EXP 	Imported leg_first.csv as conditions, 2 conditions, 2 params
323.2628 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
323.2631 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Leg'), ('category_lowercase', u'leg')])
323.2957 	EXP 	RatingScale rating: reset()
323.3325 	EXP 	text_5: autoDraw = False
323.3325 	EXP 	text_10: text = u'Leg-relatedness\n\nHow leg-related is the verb HIKE?'
323.3325 	EXP 	text_10: autoDraw = True
323.3325 	EXP 	rating: autoDraw = True
344.8350 	DATA 	Keypress: 7
348.2878 	DATA 	Keypress: space
349.6449 	DATA 	Keypress: return
349.6474 	DATA 	RatingScale rating: (key response) rating=7
349.6474 	DATA 	RatingScale rating: rating RT=26.351
349.6474 	DATA 	RatingScale rating: history=[(None, 0.0), (7, 21.539), (7, 26.351)]
349.6624 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Arm'), ('category_lowercase', u'arm')])
349.7098 	EXP 	RatingScale rating: reset()
349.7286 	EXP 	text_10: autoDraw = False
349.7286 	EXP 	rating: autoDraw = False
349.7286 	EXP 	text_10: text = u'Arm-relatedness\n\nHow arm-related is the verb HIKE?'
349.7286 	EXP 	text_10: autoDraw = True
349.7286 	EXP 	rating: autoDraw = True
353.8054 	DATA 	Keypress: 2
354.6774 	DATA 	Keypress: return
354.6799 	DATA 	RatingScale rating: (key response) rating=2
354.6799 	DATA 	RatingScale rating: rating RT=4.969
354.6799 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 4.097), (2, 4.969)]
354.7610 	EXP 	text_10: autoDraw = False
354.7610 	EXP 	rating: autoDraw = False
354.7610 	EXP 	text_7: text = u'What does the verb HIKE mean ?\nSay your Swedish translation out loud.\n\n\nPress return to continue'
354.7610 	EXP 	text_7: autoDraw = True
429.2749 	DATA 	Keypress: return
429.2772 	EXP 	New trial (rep=0, index=1): OrderedDict([('word', u'PAT'), ('target', u'klappa'), ('distrOne', u'sl\xe5'), ('distrTwo', u'borsta'), ('corrAns', 3), ('w1', u'borsta'), ('w2', u'sl\xe5'), ('w3', u'klappa')])
429.2817 	EXP 	Imported leg_first.csv as conditions, 2 conditions, 2 params
429.2820 	EXP 	Created sequence: sequential, trialTypes=2, nReps=1, seed=None
429.2823 	EXP 	New trial (rep=0, index=0): OrderedDict([('category', u'Leg'), ('category_lowercase', u'leg')])
429.3224 	EXP 	RatingScale rating: reset()
429.3414 	EXP 	text_7: autoDraw = False
429.3414 	EXP 	text_10: text = u'Leg-relatedness\n\nHow leg-related is the verb PAT?'
429.3414 	EXP 	text_10: autoDraw = True
429.3414 	EXP 	rating: autoDraw = True
436.3182 	DATA 	Keypress: 1
437.2072 	DATA 	Keypress: return
437.2098 	DATA 	RatingScale rating: (key response) rating=1
437.2098 	DATA 	RatingScale rating: rating RT=7.887
437.2098 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 6.998), (1, 7.887)]
437.2247 	EXP 	New trial (rep=0, index=1): OrderedDict([('category', u'Arm'), ('category_lowercase', u'arm')])
437.2638 	EXP 	RatingScale rating: reset()
437.2740 	EXP 	text_10: autoDraw = False
437.2740 	EXP 	rating: autoDraw = False
437.2740 	EXP 	text_10: text = u'Arm-relatedness\n\nHow arm-related is the verb PAT?'
437.2740 	EXP 	text_10: autoDraw = True
437.2740 	EXP 	rating: autoDraw = True
439.3539 	DATA 	Keypress: 9
